index,sentence,year,label,pred_labels,Matches,,,,
1062,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.",2003,0,0,1,,,,
767,The fundamental price of an asset typically is defined in terms of the discounted present value of the income stream or equivalent services that the asset is expected to provide over time.,2004,2,2,1,,,,
671,Slump in foreign domestic demand I would like to turn now to developments at the global level that may have helped to widen the U.S. current account deficit.,2020,1,2,0,,,,
449,"Labor market conditions had improved further, with solid job gains and a lower unemployment rate; taken as a whole, labor market indicators suggested that the underutilization of labor resources was continuing to diminish.",2005,1,1,1,,,,
675,"Pressures on labor resources were likely to ease somewhat as the expansion of economic activity slowed, but inflation was projected to pick up gradually in association with a partial reversal of the decline in energy prices this year.",1996,1,1,1,,,,
252,"However, most participants judged that inflation would stabilize around the Committee's 2 percent objective over the medium term.",2006,2,2,1,,,,
852,"This effort culminated in 1943 with the publication of Banking and Monetary Statistics, which included annual figures on demand and time deposits from 1892 and on currency from 1860.",2003,2,2,1,,,,
120,"Back then, the unemployment rate was 8.1percent and nonfarm payrolls were reported to have increased at a monthly rate of 97,000 over the prior six months; today, those figures are 7.6 percent and 194,000, respectively.",2007,2,2,1,,,,
0,"""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",2011,2,2,1,,,,
222,"Household expenditures on new homes were likewise at an elevated level, although members reported weakness in some price segments and geographic areas of the housing market.",2001,1,2,0,,,,
18,"And if we do that, inflation expectations will be right at 2 percent, and that’ll help us achieve 2 percent inflation over time and avoid the situation where the central bank loses its ability to support the economy.",2013,2,2,1,,,,
37,"After falling steeply before the August FOMC meeting, emerging market equity prices were little changed, on net, over the period.",2015,2,2,1,,,,
1010,Trends in wages and prices have remained stable in recent months.,2015,2,2,1,,,,
64,"Analysis suggests it could take many years with a formal AIT rule to return the price level to target following a lower-bound episode, and a mechanical AIT rule is likely to become increasingly difficult to explain and implement as conditions change over time.15 In contrast, FAIT is better suited for the highly uncertain and dynamic context in which policymaking takes place.",2004,0,2,0,,,,
510,"Labor force participation isn't growing as much as one would expect with the hot job market, but apparently it's growing enough to keep the job creation machine humming.",1998,2,2,1,,,,
112,"At the moment, trend growth near full employment appears to be a reasonable prospect in the year ahead.",2022,1,2,0,,,,
905,"The recent rebound in oil prices contributed to a strong appreciation of the Canadian dollar, the Brazilian real, and the Mexican peso.",2019,1,2,0,,,,
367,"In the staff forecast prepared for this meeting, the economy was seen as likely to expand at a pace a little above that of its longer-run potential over this year and next, while hiring was expected to firm some more, resulting in a further decrease in the unemployment rate.",1996,1,2,0,,,,
530,"Median inflation in the nine countries likewise declined, averaging 9-1/2 percent in 1995-99 and 5 percent in 2000-04.Return to text 4.",2017,2,2,1,,,,
876,"This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from satisfying mortgage demands by binding Regulation Q ceilings that eroded their deposit base when interest rates rose.",2004,2,2,1,,,,
662,"Sargent, T. ""Discussion of 'Policy Rules for Open Economics' by Lawrence Ball,"" in J.B. Taylor, ed., Monetary Policy Rules.",2020,2,2,1,,,,
830,"The behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.",2020,2,2,1,,,,
150,"But even this relation--between the unemployment rate and the concept of economic slack--is not necessarily constant, and thus a given unemployment rate may not indicate the same level of slack at two separate times.",2000,2,2,1,,,,
472,"Indeed, the commitment to long-run price stability can afford the central bank some flexibility in employing its tools to address shorter-run economic issues.",2005,2,2,1,,,,
987,"With underlying inflation running below 2 percent for many years and COVID contributing to a further decline, it is important that monetary policy support inflation expectations that are consistent with inflation centered on 2 percent over time.",2022,0,0,1,,,,
654,Participants noted the considerable uncertainty surrounding estimates of the output and unemployment gaps and the extent of their effects on prices.,2011,2,2,1,,,,
202,So the Committee estimates that the longer-run normal level of the unemployment rate is 5.0 to 5.2.,2013,2,2,1,,,,
383,"In their discussion of prices, participants indicated that data over the intermeeting period, including measures of inflation expectations, suggested that underlying inflation was not in the process of moving higher.",2021,2,0,0,,,,
195,So let me start with the question pertaining to exchange rates.,2019,2,2,1,,,,
283,"We have not focused on whether we meet the liftoff test, because we don’t meet the liftoff test now because we’re not at maximum employment.",2020,0,2,0,,,,
998,Those participants saw substantial slack in resource utilization and hence continued to judge that inflation was likely to remain subdued over the medium term as the economy continued to recover.,2000,0,0,1,,,,
22,"A number of business contacts indicated that they were passing on at least a portion of these higher costs to their customers or that they planned to try to do so later this year; however, contacts were uncertain about the extent to which they could raise prices, given current market conditions and the cautious attitudes toward spending still held by households and businesses.",2014,1,0,0,,,,
204,"For the twelve months ended in September, prices of consumer items other than food and energy increased by a considerably smaller amount than in the year- earlier period.",2007,2,0,0,,,,
382,"In a paper presented at a recent conference at the Federal Reserve Bank of San Francisco, Kozicki and Tinsley (2003) develop an empirical model of the economy under the assumptions that the Fed's implicit inflation target is subject to permanent shocks and that the public learns about the Fed's target over time.",2020,2,2,1,,,,
944,"We said that we would ""aim to achieve inflation moderately above 2 percent for some time"" to ensure that it averages 2 percent over time and that inflation expectations stay anchored.",2003,0,0,1,,,,
368,"If this high-pressure management inadvertently carried the economy beyond its productive potential, some cost in terms of inflation could be expected, but such costs appeared tolerable in light of the employment gains that came with them.",2019,2,2,1,,,,
272,"We are hopeful that Europe will take additional measures and do all that’s necessary to stabilize the situation and to provide the basis for an ongoing stable structure that—in which banks and sovereigns are both stabilized, in which there’s a program for growth, and in which fiscal arrangements are clear—are made much clearer.",2020,2,2,1,,,,
158,"Consumer spending was projected to increase at a rate generally in line with the anticipated rise in disposable income; the favorable effects on household wealth of the advance that had occurred in stock prices and the ample availability of credit for most borrowers were expected to balance the damping effects of continuing consumer concerns about the adequacy of their savings, the security of their jobs, and the extent of their debt burdens.",2014,2,2,1,,,,
226,"Equity prices have recently increased considerably, pushing the forward price-earnings ratio further above its historical median (slide).",1997,0,2,0,,,,
1046,"With inflation low and resource use slack, the Committee saw no need for tightening policy in the near future.",1999,2,0,0,,,,
845,"This allows the economy to operate at a higher utilization rate without inflationary consequences, at least until the higher productivity is fully anticipated in wage bargaining or until productivity growth stops accelerating.",2021,2,2,1,,,,
24,"A second economic rationale that is often advanced for the development of cities and that seems applicable to the Sioux Falls experience is that of labor market pooling--the ability of an industry to take advantage of a labor force possessing a specific set of skills, thereby raising productivity compared with competing areas with a more dispersed set of skills.",2004,0,2,0,,,,
130,"In addition, the May 1, 2019 trimmed mean measures of inflation did not go down as much.",2022,1,2,0,,,,
100,"As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply.",2022,1,1,1,,,,
817,"The July-August deficit in U. S. trade in goods and services was higher than its average in the second quarter, as further growth in imports exceeded the rise in exports.",2002,1,2,0,,,,
202,"Conversely, perhaps the transitory factors boosting productivity will recede more sharply than most observers anticipate, and the output gap will close more rapidly.",2020,2,2,1,,,,
740,"Some members commented, however, that the relationship between the output gap and inflation was quite loose and that the outlook for productivity remained uncertain.",2013,2,2,1,,,,
937,"We indicated that, with inflation running persistently below 2 percent, our policy will aim to achieve inflation outcomes that keep inflation expectations well anchored at our 2 percent longer-run goal.",2003,0,2,0,,,,
674,"So, up until the first week of October 2021, the story of high inflation being temporary was holding up, and the labor market improvements had slowed but were continuing.",2022,2,2,1,,,,
516,"Members noted that most broad measures of inflation moved together over extended periods of time, but they did not always do so over short intervals.",1997,2,2,1,,,,
237,Experienced loan officers who are well acquainted with their markets can channel funds into the loans that are most likely to create wealth and growth in the local economy.,1996,2,2,1,,,,
314,"You’ll never get inflation to 2 percent.” Some of our critics now who say inflation’s too tight—too high were the same ones who were saying, “You’ll never get to 2 percent.” Well, but anyway, that’s what happened.",2014,2,2,1,,,,
769,"Still, core consumer price indices remained relatively damped and had risen only a little over the last year, especially when measured by the PCE chain-price index, and that suggested underlying price pressures remained largely contained.",2001,2,0,0,,,,
375,"Implications of Increases in Productivity Growth In the long run, the implications of increases in productivity growth rates are fairly obvious.",2022,0,2,0,,,,
595,"Of course, the cost of this critical stabilization was the high unemployment and lost output associated with the sharp 1981-82 recession.",2002,0,2,0,,,,
956,"The vote encompassed approval of the statement below to be released at 2:00 p. m. : ""Information received since the Federal Open Market Committee met in March indicates that growth in economic activity has picked up recently, after having slowed sharply during the winter in part because of adverse weather conditions.",2001,2,2,1,,,,
451,"Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years.",2022,2,2,1,,,,
528,"May 21, 2020 U.S. Economic Outlook and Monetary Policy Vice Chair Richard H. Clarida At the New York Association for Business Economics, New York, New York (via webcast) Share Accessible Keys for Video [Space Bar] toggles play/pause; [Right/Left Arrows] seeks the video forwards and back (5 sec ); [Up/Down Arrows] increase/decrease volume; [M] toggles mute on/off; [F] toggles fullscreen on/off (Except IE 11); The [Tab] key may be used in combination with the [Enter/Return] key to navigate and activate control buttons, such as caption on/off.",2017,2,2,1,,,,
799,"The severity of the 1981-82 recession, the worst of the postwar period, clearly illustrates the danger of letting inflation get out of control.",2017,1,1,1,,,,
346,"In the Committee’s discussion of monetary policy for the intermeeting period, nearly all members favored keeping the target federal funds rate at 5-1/4 percent at this meeting.",2022,2,2,1,,,,
303,"Furthermore, in the latest report, FOMC participants indicated that the current degree of uncertainty about GDP growth is even higher than the typical level of uncertainty over the past two decades.",1998,2,2,1,,,,
300,"From the end of 2000 to the end of 2003, productivity rose at a 3-1/2 percent annual rate and, even after recent downward revisions to the data, it is estimated to have increased at an average annual rate of 2-1/4 percent since the end of 2003.",2021,2,2,1,,,,
254,"First, tightening will in all likelihood occur in the context of a more firmly established economic recovery in the United States so that any adverse effects on EME financial conditions should be buffered by the beneficial effects of higher external demand.",1999,1,1,1,,,,
255,"First, we must be mindful that an unexpected slowdown might occur in the growth of productivity.",1999,1,0,0,,,,
621,"Over the same period, demand for auto loans reportedly strengthened further at many banks.",2012,0,2,0,,,,
191,"Concepts associated with deflation such as liquidity traps and the zero bound on nominal interest rates had, for practical purposes, disappeared from economic thought.",2008,1,1,1,,,,
39,"Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes that the risks continue to be weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",2015,0,0,1,,,,
330,"In light of these significant policy actions, the risks to growth were now thought to be more closely balanced by the risks to inflation.",2003,2,2,1,,,,
739,Some measures of inflation expectations were down notably over the intermeeting period.,2018,0,0,1,,,,
933,We are not seeing any evidence to date that a strong labor market is putting excessive cost-push pressure on price inflation.,2003,2,0,0,,,,
793,"The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen.",2013,0,2,0,,,,
626,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.",2004,0,0,1,,,,
950,What about the effects of a productivity shock on inflation?,2022,2,2,1,,,,
285,"We heard anecdotes today in the meeting about firms that might be government contractors that were, you know, not sure about whether the contracts would still be in place come January and making employment decisions based on that.",2019,2,2,1,,,,
275,"For example, given the starting point for the outlook, the forecasts will trace out a path for the economy to preserve or reestablish maximum employment and price stability that will reflect FOMC participants' views of the relative variation in output and inflation that is possible in the short run.",2004,2,2,1,,,,
342,"In the Committee's discussion of current and prospective economic developments, members commented that the statistical and anecdotal information that had become available since the October meeting continued to point to robust growth in overall economic activity, despite some indications of softening in interest-sensitive sectors of the economy.",1997,1,1,1,,,,
485,"Inflation-targeting regimes may allow some consideration of real-side costs either by specifying relatively long adjustment periods, to allow a high probability that the central bank can bring inflation down to the target within the allotted time, or by including ""escape clauses"" that grant temporary exemptions for large supply shocks.",1998,1,2,0,,,,
496,"It is now generally recognized that price stability is a prerequisite for the efficient allocation of resources in our economy and, indeed, for fulfilling our ultimate mandate to promote maximum sustainable employment over time.",1999,1,2,0,,,,
610,One prominent example is with semiconductor producers and their need to dramatically alter the mix of production to meet demands of the high-tech and automotive industries.,2001,2,2,1,,,,
634,Participants commented that an increase in inflation from recent rates could have especially adverse effects on longer-run economic performance.,2003,1,1,1,,,,
916,"Turning now to monetary policy, at both its July and September meetings, the FOMC voted to lower the target range for the federal funds rate by 25 basis points.3 With these decisions, the current target range for the federal funds rate is 1.75 to 2 percent, which compares with the range of 2.25 to 2.5 percent that prevailed between December 2018 and July 2019.",1997,0,0,1,,,,
737,"Some business executives reportedly believed that, with aggregate demand expanding robustly and the lower foreign exchange value of the dollar putting upward pressure on import prices, a degree of ""pricing power"" had returned.",2018,1,2,0,,,,
25,"A number of participants noted that continued high unemployment, particularly with large numbers of workers suffering very long spells of unemployment, would lead to an erosion of workers' skills that would have adverse consequences for those workers and for the economy's potential level of output in the longer term.",2003,0,0,1,,,,
490,"Market-based measures of inflation compensation remained low; most survey-based measures of longer-term inflation expectations were little changed, on balance, in recent months.",2013,0,2,0,,,,
252,"First, the significant appreciation of the dollar over the last two years has clearly had an important restraining effect on U.S. inflation, both via the direct effect on the prices of imported goods and on the pricing power of domestic firms producing import-competing goods.",2001,0,2,0,,,,
74,"But again, in terms of terminology, I guess I would reject that term for the Federal Reserve because we are going to be evenhanded in treating the price stability and maximum employment parts of our mandate on a level footing.",2011,2,2,1,,,,
257,"However, participants remarked that the actual rise in inflation was larger than anticipated, with the 12-month change in the PCE price index reaching 3.",2000,1,1,1,,,,
813,"The December employment report showed that job growth had slowed appreciably, and other indicators also pointed to emerging weakness in the labor market in the intermeeting period.",2004,0,0,1,,,,
790,The reduced-form price equations we so often use for inflation prediction bypass direct contact with labor compensation issues.,2007,2,2,1,,,,
935,"We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices.17 Our work is just one example of a number of event-study analyses that may well shed light on the effects of monetary policy and the channels of monetary policy transmission.",2003,2,2,1,,,,
704,"That projection, along with the path to year-three inflation, should help the public differentiate short-term shocks to price stability from the longer-term price trends it should use for planning purposes.",2007,2,2,1,,,,
15,A higher rate of technical change that raises the productivity and hence the profitability of capital should elevate the value of equities.,1998,1,2,0,,,,
415,"Indicators of longer-term inflation expectations are little changed, on balance.",2014,2,2,1,,,,
267,"However, the increase in real GDP was projected to be sufficient to reduce slack in the labor market only slowly, and the unemployment rate was expected to remain elevated at the end of 2012.",1998,2,0,0,,,,
127,"Businesses added a bit to their inventory positions after an extended period of sizable declines, but final sales changed little: business capital spending weakened somewhat further while growth in consumer spending, residential housing expenditures, and government outlays slowed.",2000,2,2,1,,,,
352,I should note that growth itself does not cause inflation.,2022,2,2,1,,,,
284,We have not seen wage growth pick up.,2020,2,2,1,,,,
780,"Survey-based measures of longer-run inflation expectations were little changed, on balance, in recent months, while market-based measures of inflation compensation remained low.",2000,0,2,0,,,,
609,"Once such expectations became imbedded in the economy, even stronger policy actions would be required in order to reestablish a downward trend of inflation.",1998,1,1,1,,,,
68,"As you said, falling oil prices pull down inflation.",2017,0,0,1,,,,
220,Homebuilding was forecast to decline somewhat but to stabilize at a relatively high level in the context of continued income growth and the generally favorable cash-flow affordability of home ownership.,2001,2,2,1,,,,
687,"Stock prices and existing home sales are somewhat correlated, a not altogether unexpected result, because each is affected by interest rates and presumably the gains from each help finance the other.",2006,2,2,1,,,,
158,But monetary policy has little ability to affect inflation this year.,1998,2,0,0,,,,
28,"And our plan as we do that is, as those purchases get to that level, we believe we can gradually reduce them, and we believe we can also gradually reduce repo as—as we reach an ample level, as we’re satisfying demand now more from underlying reserves from bill purchases rather than from repo.",2011,0,1,0,,,,
663,"Scholars disagree somewhat about the extent to which policymakers of the time tried actively to take advantage of this supposed tradeoff, but these ideas likely provided part of the intellectual rationale that made the authorities willing to allow inflation to rise throughout the 1960s and in the early 1970s.",2006,2,2,1,,,,
350,"In the circumstances, most members endorsed a proposal to delete as no longer necessary the previous summary statement relating to the risks to growth and inflation taken together.",1996,2,2,1,,,,
771,"Stock prices in the basic materials and industrial sectors underperformed the broader market, reportedly reflecting an increase in trade tensions with China.",2002,2,2,1,,,,
65,"Although the initial offerings of these securities were well received, investor demand at the most recent sales was not as strong, a development consistent with the declines in the prices of non-agency residential mortgage-backed securities over the intermeeting period.",2018,1,2,0,,,,
299,"From a policy perspective, a difficulty with all these measures is that they reflect expectations of headline inflation rather than the core inflation measures usually emphasized in the monetary policy context.",2021,2,2,1,,,,
920,"The staff assessed that households were in a better position than in the mid-2000s to weather a downturn in house prices, noting that mortgage debt growth has significantly lagged growth in house prices, leaving households with substantial equity cushions.",1998,2,2,1,,,,
613,"One participant suggested that excess liquidity might be leading to speculation in commodity markets, possibly putting upward pressure on prices.",1999,1,1,1,,,,
332,"However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and what we define as money, and in doing so has inhibited the keying of monetary policy to the control of the measured money stock.1 Another example of ongoing structural change relates to innovations in mortgage finance.",2005,2,2,1,,,,
253,"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.",2006,2,0,0,,,,
17,A key purpose of our review has been to take stock of the lessons learned over this period and identify any further changes in our monetary policy framework that could enhance our ability to achieve our maximum-employment and price-stability objectives in the years ahead.9 Our evolving understanding of four key economic developments motivated our review.,1998,2,2,1,,,,
272,"For example, changes in U.S. short-term interest rates seem to exert a substantial influence on euro area bond yields (Ehrmann, Fratzscher, and Rigobon, 2005; Faust and others, 2006) and appear to have a strong effect on foreign equity indexes as well.2 In contrast, the effects of foreign short-term rates on U.S. asset prices appear to be relatively weaker.",2004,2,2,1,,,,
381,"In a nutshell, I believe that the factors of globalization, deregulation, and financial innovation, arising partly in response to episodes of high inflation, have effectively eroded the central bank monopoly on the provision of monetary services and have enhanced global competition among currencies.",2020,2,2,1,,,,
1047,"With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",1999,2,0,0,,,,
358,"In the household sector, mortgage debt increased at its lowest pace since the late 1990s, reflecting the continued deceleration in house prices.",2010,0,2,0,,,,
794,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,2013,2,2,1,,,,
164,But the advent of the war has led to a significant hit to real incomes from large price increases in energy and other commodities in some of the most severely affected economies.,1997,1,2,0,,,,
848,This change has led many governments to be more willing to adopt institutional changes to improve central bank governance that have bolstered central bank credibility for maintaining low inflation.,2003,1,2,0,,,,
184,"Central banks have adopted price stability as a key long-term objective, and they have become more transparent and systematic in their operations.",1997,1,2,0,,,,
667,"Shortly after 9 a.m. each morning, the Desk staff and staff members at the Board of Governors confer over the phone to discuss their respective estimates of the day's demand for balances as well as to consider factors that may affect supply.",2006,2,2,1,,,,
620,"Over the long run, real labor compensation tends to track labor productivity.",1997,2,2,1,,,,
5,"A couple of participants referred to information from business contacts suggesting that inflation was unlikely to decline further, and a few expressed concerns that maintaining a highly accommodative stance of monetary policy for an extended period could erode the stability of inflation expectations over time and hence posed upside risks to the inflation outlook.",2019,1,1,1,,,,
898,The projection for core PCE price inflation in 2008 was raised slightly in response to elevated readings in recent months.,2012,1,1,1,,,,
1065,"Without a reduction of aggregate demand growth, inflation would rise.",2013,1,1,1,,,,
155,It will include all data relevant to our dual mandate of stable prices and maximum employment.,2020,2,2,1,,,,
381,"In their discussion of monetary policy for the period ahead, Committee members generally agreed that their overall assessments of the economic outlook were little changed since their previous meeting.",2021,2,2,1,,,,
243,"The changes—the financial market changes that you described, particularly the increase in stock prices, the increase in longer-term rates, and the strengthening of the dollar, suggest that many market participants anticipate expansionary fiscal policies that would raise interest rates somewhat in the United States relative to abroad and would cause a strengthening in the dollar.",2012,0,1,0,,,,
450,"In these models, each asset price contains a risk premium that represents the additional return demanded by risk-averse investors for bearing risk.",2020,2,2,1,,,,
642,"Participants expected that productivity growth would pick up as firms slowed hiring to a pace more in line with output growth but acknowledged that the improvement might be limited, particularly if business investment spending were to remain soft.",2008,2,2,1,,,,
821,"There are also asymmetric price effects from cost shocksâ€”prices go up very quickly but often tend to come down more slowly, as consumers slowly learn that the bottlenecks have gone away.",2004,1,2,0,,,,
1066,"Yields on longer-term inflation-indexed Treasury securities, which are relatively illiquid, rose more sharply than did those on nominal securities.",2013,1,2,0,,,,
757,The emphasis was on providing currency and reserves to meet seasonal demands and on assisting banks in accommodating the credit needs of commerce and business.,2005,0,0,1,,,,
926,"Using more-conventional specifications of Phillips curves, the research at the Federal Reserve Board (Ihrig and others, 2007) and the OECD (Pain, Koske, and Sollie, 2006), as well as Ball (2006), finds that foreign output gaps are not important determinants of domestic inflation.",2005,2,2,1,,,,
772,The idea is that providing more information about the Committee's views of the economic outlook may allow financial market prices to reflect more accurately the likely future stance of monetary policy.,1997,2,2,1,,,,
9,"A few members expressed interest in using language specifying a period of time during which the federal funds rate was expected to remain exceptionally low, rather than a calendar date, arguing that such language might be better to indicate a constant stance of monetary policy over time.",2019,0,2,0,,,,
11,"A concern that one might have about price-level targeting, as opposed to more conventional inflation targeting, is that it requires a short-term inflation rate that is higher than the long-term inflation objective.",1997,2,2,1,,,,
120,"Broad equity price indexes were higher over the intermeeting period, amid heightened volatility.",1999,2,2,1,,,,
922,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,2,1,,,,
709,That's why I said that flexibility is also an important characteristic of monetary policy during a time of financial turmoil.,2005,0,2,0,,,,
608,One of Dick Porter's many contributions was to develop a monetary approach to forecasting inflation at medium-term horizons.,2001,2,2,1,,,,
66,"As the factors restraining economic growth are projected to fade further over time, the median rate rises to 3 percent by the end of 2018, close to its longer-run normal level.",2017,1,1,1,,,,
260,"These are, you know, this is—this is the economy at nearly full employment or in the range—in the neighborhood of full employment.",2022,1,2,0,,,,
660,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, meeting participants--the 7 members of the Board of Governors and the presidents of the 12 Federal Reserve Banks, all of whom participate in the deliberations of the FOMC--submitted their assessments of real output growth, the unemployment rate, inflation, and the target federal funds rate for each year from 2013 through 2015 and over the longer run, under each participant's judgment of appropriate monetary policy.",2012,2,2,1,,,,
94,"By contrast, raising rates too slowly would raise the risk that monetary policy would need to tighten abruptly down the road, which could jeopardize the economic expansion.",2022,1,1,1,,,,
548,"Moreover, the staff still judged that the risks to the forecast for real GDP growth were tilted to the downside, with a corresponding skew to the upside for the unemployment rate.",2002,0,0,1,,,,
61,An important element in interpreting financial market prices is the identification of the risk premiums they contain.,2004,2,2,1,,,,
511,"Members cited greater, albeit still occasional, indications of heightened worker demands in labor negotiations that likely were encouraged in part by ample job opportunities.",2009,1,1,1,,,,
204,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,2013,2,2,1,,,,
193,"Conclusion The United States productivity growth spurt, realized to a much lesser extent around the world, can be attributed largely to a combination of an investment boom and a technological revolution.",2008,0,2,0,,,,
917,"Two changes have particular relevance for the employment leg of the dual mandate.15 The new framework calls for monetary policy to seek to eliminate shortfalls of employment from its maximum level, in contrast to the previous approach that called for policy to minimize deviations when employment is too high as well as too low.",1997,0,0,1,,,,
49,"And you know, we haven’t yet—we just touched 2 percent core inflation, to pick one measure—just touched it for a few months, and then we’ve fallen back.",2022,0,2,0,,,,
78,"But in terms of just targeting growth, you know, I think—I actually think our dual mandate works very well, which is maximum employment and stable prices.",2018,2,2,1,,,,
963,"These included a decline in the cost of business capital, a recent rise in orders and backlogs of nondefense capital goods, persisting gains in productivity that undoubtedly pointed to growing profit opportunities, progress in strengthening business balance sheets, and reduced capital overhangs.",2020,1,2,0,,,,
749,The dominant force of late appears to have been a significant increase in the structural rate of productivity growth.,2004,0,2,0,,,,
314,"Here in the United States, my colleague Governor Mike Kelley has stated that we are likely to see some disruptions to economic activity because of Year 2000 problems but the effects are likely to be temporary and quickly reversed.",1999,2,2,1,,,,
133,"In coming months, as those earlier declines drop out of the calculation, inflation should move up closer to 2 percent and stabilize around that level over the medium term.",2022,2,1,0,,,,
4,"A couple of participants pointed to the decline in credit spreads to relatively low levels by historical standards; one of these participants noted the risk of either a sharp rise in spreads, which could have negative repercussions for aggregate demand, or a continuation of the decline in spreads, which could undermine financial stability over time.",2011,0,2,0,,,,
422,"In particular, we are closely monitoring the emergence of the coronavirus, which is likely to have a noticeable impact on Chinese growth, at least in the first quarter of this year.",2021,0,2,0,,,,
684,"Rather, members agreed that inflation was likely to moderate in coming quarters, but they also concurred that it would be necessary to continue to monitor inflation developments carefully.",2005,2,0,0,,,,
432,"In terms of the performance of inflation and unemployment, the experience of the past few years has not been unlike a mirror image of the 1970s.",2021,2,2,1,,,,
927,"The staff forecast prepared for this meeting suggested that economic activity likely would start to turn up early in 2002 as inventory liquidation tapered off, and would gather strength only gradually.",2019,2,2,1,,,,
48,And what we—it looks like we’re seeing a slowdown in the rate of growth.,2022,0,0,1,,,,
576,"Nonetheless, employment is still 9.5 million below its pre-pandemic level for the economy as a whole.",1999,0,2,0,,,,
2,A couple of participants indicated that they would not favor adopting a restrictive policy stance in the absence of clear signs of an overheating economy and rising inflation.,2011,2,0,0,,,,
936,"The staff's June projections for the unemployment rate, real GDP growth, and inflation over the next few years were all a little lower, on balance, than those in its March forecast.",2021,2,0,0,,,,
514,"Less uncertainty about future inflation could lower the risk premiums on nominal Treasury bonds, lowering the risk-free interest rate.",2005,0,0,1,,,,
738,"The challenge is to set a strategy that respects this uncertainty, takes advantages of opportunities for better performance, while mitigating the risks of overtaxing the limits of sustainable production and growth.",2005,2,2,1,,,,
483,Inflation targeting was also associated with increased communication and transparency designed to clarify the central bank's policy intentions.,1998,1,2,0,,,,
306,"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.",2019,0,0,1,,,,
303,"What we really mean is that we would look at—we know that inflation will move around on both sides of the target, and what we say is that we would be equally concerned with inflation persistently above as persistently below the target.",2017,2,2,1,,,,
430,"In such an environment, a central bank mandated to pursue price stability can be flexible according to the circumstances, while one with a numerical target may need to obtain formal modification of its objectives.",2021,2,2,1,,,,
670,"Since inflation is unacceptably high, it doesn't make sense to have the nominal federal funds rate below near-term inflation expectations.",2020,1,1,1,,,,
64,"As always, our actions are guided by our congressional mandate to promote maximum employment and price stability.",2018,1,2,0,,,,
89,"But, I would say, overall, we’re trying to sustain the expansion and keep, you know, close to our statutory goals, which are maximum employment and stable prices.",2014,1,2,0,,,,
61,"Although some decline in inflation could not be ruled out, persistence of the current degree of tightness in labor markets, consistent with the economy growing at a pace near its potential, could at some point begin to put more pressure on costs and prices, and growth somewhat above potential, which some members saw as a distinct possibility, would be even more likely to produce that result.",2015,1,1,1,,,,
861,"The growth of domestic nonfinancial debt slowed in October (latest data), reflecting a larger further paydown of federal debt and a reduced pace of private borrowing.",2000,2,2,1,,,,
386,"In addition to the headwinds facing demand, there could be persistent effects on the supply side of the economy.",2021,0,2,0,,,,
282,"For example, the evidence suggests that changes in the demographic composition of the labor force affect NAIRU and it is also likely that government programs, including unemployment compensation and welfare, also affect NAIRU.",1997,2,2,1,,,,
624,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",2012,0,2,0,,,,
179,"Economic data releases were mixed, on balance, over the intermeeting period, but market participants were especially attentive to incoming information on the labor market--most notably, the private payroll figures in the employment report for May, which were considerably weaker than investors expected.",2016,0,0,1,,,,
457,"Looking ahead, an abatement or reversal of some of the temporary factors reducing prices was likely to raise measured inflation.",2019,1,1,1,,,,
